# Longitude (deg), Latitude (deg), Distance Along Fault (km), Distance Along Fault (m), Scarp Height (m), Scarp Height Std (m), Upper Slope Angle (deg), upper slope std, Lower Slope Angle (deg), lower_slope_std, Filtered Median offset (1km), filtered standard deviation (1km), Filtered Median offset (3km), filtered standard deviation (3km), Filtered Median offset (5km), filtered standard deviation (5km)
31.76,-11.86,33.18,33178.00,,,,,,,16.60,2.75,15.84,3.21,14.98,3.04
31.76,-11.86,33.30,33298.00,11.24,0.11,1.92,0.07,4.50,4.50,14.34,3.11,15.84,3.21,14.99,2.92
31.76,-11.86,33.42,33418.00,,,,,,,14.34,3.11,15.07,2.98,14.99,2.58
31.76,-11.86,33.54,33538.00,,,,,,,11.24,0.00,15.07,2.98,15.00,2.65
31.76,-11.86,33.66,33658.00,,,,,,,11.24,0.00,15.03,2.99,14.99,2.78
31.76,-11.86,33.78,33778.00,,,,,,,16.26,5.02,15.03,2.99,14.99,2.78
31.76,-11.86,33.90,33898.00,,,,,,,21.28,0.00,15.03,2.99,14.98,2.65
31.76,-11.86,34.02,34018.00,,,,,,,21.28,0.00,14.98,3.20,14.98,2.65
31.75,-11.86,34.14,34138.00,,,,,,,21.28,0.00,15.79,3.33,14.98,2.65
31.75,-11.86,34.26,34258.00,21.28,0.42,6.92,0.26,4.16,4.16,21.28,0.00,14.99,3.30,14.98,2.65
31.75,-11.87,34.38,34378.00,,,,,,,18.13,3.15,14.98,3.19,14.98,2.65
31.75,-11.87,34.50,34498.00,,,,,,,18.13,3.15,13.90,3.27,14.98,2.65
31.75,-11.87,34.62,34618.00,,,,,,,14.98,3.73,13.90,3.27,14.98,2.65
31.75,-11.87,34.74,34738.00,,,,,,,14.98,3.73,13.90,3.27,14.98,2.65
31.75,-11.87,34.86,34858.00,14.98,0.07,2.80,0.04,4.49,4.49,13.69,1.29,14.90,2.91,14.98,2.65
31.75,-11.87,34.98,34978.00,,,,,,,13.69,1.29,14.90,2.91,14.90,2.78
31.75,-11.87,35.10,35098.00,12.40,0.11,3.88,0.08,5.97,5.97,13.69,1.29,14.90,2.91,14.98,2.86
31.75,-11.87,35.22,35218.00,,,,,,,14.98,1.22,14.90,2.91,14.90,2.98
31.75,-11.87,35.34,35338.00,,,,,,,13.90,1.20,14.90,2.91,14.90,2.98
31.75,-11.87,35.46,35458.00,,,,,,,12.81,1.14,14.90,2.91,14.82,3.03
31.75,-11.87,35.58,35578.00,,,,,,,12.81,1.14,14.90,2.91,14.82,3.03
31.75,-11.88,35.70,35698.00,15.00,0.20,5.34,0.12,3.09,3.09,13.90,1.10,14.90,2.91,14.82,3.03
31.75,-11.88,35.82,35818.00,12.81,0.32,2.78,0.22,0.38,0.38,14.82,1.00,14.82,1.15,14.90,2.91
31.75,-11.88,35.94,35938.00,,,,,,,14.82,1.00,14.82,1.15,14.82,3.03
31.75,-11.88,36.06,36058.00,,,,,,,14.82,1.00,14.82,1.15,13.81,3.50
31.75,-11.88,36.18,36178.00,,,,,,,14.82,1.00,14.82,1.15,13.81,3.50
31.75,-11.88,36.30,36298.00,14.82,0.41,10.12,0.08,3.00,3.00,13.81,1.01,14.82,1.15,13.81,3.50
31.75,-11.88,36.42,36418.00,,,,,,,14.82,0.00,13.81,1.17,13.81,3.50
31.75,-11.88,36.54,36538.00,,,,,,,14.82,0.00,13.81,1.17,13.81,3.50
31.74,-11.88,36.66,36658.00,,,,,,,14.82,0.00,14.82,1.00,13.81,3.50
31.74,-11.89,36.78,36778.00,,,,,,,14.82,0.00,14.82,1.00,12.81,2.25
31.74,-11.89,36.90,36898.00,,,,,,,,,13.81,1.54,12.81,2.25
31.74,-11.89,37.02,37018.00,,,,,,,,,12.81,2.45,12.81,2.25
31.74,-11.89,37.14,37138.00,,,,,,,,,12.81,2.45,12.81,2.25
31.74,-11.89,37.26,37258.00,,,,,,,,,12.04,2.34,12.81,2.25
31.74,-11.89,37.38,37378.00,,,,,,,,,11.27,2.62,12.60,2.23
31.74,-11.89,37.50,37498.00,,,,,,,,,11.27,2.62,12.60,2.23
31.74,-11.89,37.62,37618.00,,,,,,,,,11.27,2.62,12.81,2.45
31.74,-11.89,37.74,37738.00,,,,,,,,,11.27,2.62,12.81,2.45
31.74,-11.89,37.86,37858.00,,,,,,,11.27,0.00,9.84,1.42,12.81,2.45
31.74,-11.89,37.98,37978.00,,,,,,,9.84,1.42,9.84,1.42,12.81,2.45
31.74,-11.90,38.10,38098.00,,,,,,,9.84,1.42,9.84,1.42,12.81,2.45
31.74,-11.90,38.22,38218.00,,,,,,,9.84,1.42,9.84,1.42,12.04,2.34
31.74,-11.90,38.34,38338.00,11.27,0.30,2.51,0.14,1.50,1.50,9.84,1.42,9.84,1.42,11.27,2.62
31.74,-11.90,38.46,38458.00,8.42,0.21,5.34,0.09,1.84,1.84,9.84,1.42,9.84,1.42,11.27,2.62
31.74,-11.90,38.58,38578.00,,,,,,,9.84,1.42,9.84,1.42,11.27,2.62
31.74,-11.90,38.70,38698.00,,,,,,,9.84,1.42,9.84,1.42,11.27,2.62
31.74,-11.90,38.82,38818.00,,,,,,,9.84,1.42,9.84,1.42,9.84,1.42
31.73,-11.90,38.94,38938.00,,,,,,,8.42,0.00,9.84,1.42,9.84,1.42
31.73,-11.90,39.06,39058.00,,,,,,,,,9.84,1.42,9.84,1.42
31.73,-11.90,39.18,39178.00,,,,,,,,,9.84,1.42,9.84,1.42
31.73,-11.90,39.30,39298.00,,,,,,,,,9.84,1.42,9.84,1.42
31.73,-11.90,39.42,39418.00,,,,,,,,,9.84,1.42,9.84,1.42
31.73,-11.90,39.54,39538.00,,,,,,,,,9.84,1.42,9.84,1.42
31.73,-11.91,39.66,39658.00,,,,,,,,,9.84,1.42,9.84,1.42
31.73,-11.91,39.78,39778.00,,,,,,,,,9.84,1.42,9.84,1.42
31.73,-11.91,39.90,39898.00,,,,,,,,,8.42,0.00,9.84,1.42
31.73,-11.91,40.02,40018.00,,,,,,,,,,,8.42,2.42
31.73,-11.91,40.14,40138.00,,,,,,,,,,,8.42,2.42
31.73,-11.91,40.26,40258.00,,,,,,,,,,,8.42,2.42
31.73,-11.91,40.38,40378.00,,,,,,,,,,,8.42,2.42
31.72,-11.91,40.50,40498.00,,,,,,,,,,,8.42,2.42
31.72,-11.91,40.62,40618.00,,,,,,,,,,,8.42,2.42
31.72,-11.91,40.74,40738.00,,,,,,,,,,,8.42,2.42
31.72,-11.91,40.86,40858.00,,,,,,,,,,,6.88,1.54
31.72,-11.92,40.98,40978.00,,,,,,,,,5.35,0.00,5.35,0.00
31.72,-11.92,41.10,41098.00,,,,,,,,,5.35,0.00,5.35,0.00
31.72,-11.92,41.22,41218.00,,,,,,,,,5.35,0.00,5.35,0.00
31.72,-11.92,41.34,41338.00,,,,,,,,,5.35,0.00,5.35,0.00
31.72,-11.92,41.46,41458.00,,,,,,,,,5.35,0.00,5.35,0.00
31.72,-11.92,41.58,41578.00,,,,,,,,,5.35,0.00,5.35,0.00
31.72,-11.92,41.70,41698.00,,,,,,,,,5.35,0.00,5.35,0.00
31.72,-11.92,41.82,41818.00,,,,,,,,,5.35,0.00,5.35,0.00
31.72,-11.92,41.94,41938.00,,,,,,,5.35,0.00,5.35,0.00,5.35,0.00
31.72,-11.92,42.06,42058.00,,,,,,,5.35,0.00,5.35,0.00,5.35,0.00
31.72,-11.93,42.18,42178.00,,,,,,,5.35,0.00,5.35,0.00,5.35,0.00
31.72,-11.93,42.30,42298.00,,,,,,,5.35,0.00,5.35,0.00,5.35,0.00
31.72,-11.93,42.42,42418.00,5.35,0.11,1.44,0.14,1.18,1.18,5.35,0.00,5.35,0.00,5.35,0.00
31.72,-11.93,42.54,42538.00,,,,,,,5.35,0.00,5.35,0.00,5.35,0.00
31.72,-11.93,42.66,42658.00,,,,,,,5.35,0.00,5.35,0.00,5.35,0.00
31.72,-11.93,42.78,42778.00,,,,,,,5.35,0.00,5.35,0.00,9.31,3.96
31.72,-11.93,42.90,42898.00,,,,,,,5.35,0.00,5.35,0.00,9.31,3.96
31.72,-11.93,43.02,43018.00,,,,,,,,,5.35,0.00,9.31,3.96
31.71,-11.93,43.14,43138.00,,,,,,,,,5.35,0.00,9.31,3.96
31.71,-11.93,43.26,43258.00,,,,,,,,,5.35,0.00,9.31,3.96
31.71,-11.94,43.38,43378.00,,,,,,,,,5.35,0.00,9.31,3.96
31.71,-11.94,43.50,43498.00,,,,,,,,,5.35,0.00,9.31,3.96
31.71,-11.94,43.62,43618.00,,,,,,,,,5.35,0.00,9.31,3.96
31.71,-11.94,43.74,43738.00,,,,,,,,,9.31,3.96,9.31,3.96
31.71,-11.94,43.86,43858.00,,,,,,,,,9.31,3.96,13.27,6.79
31.71,-11.94,43.98,43978.00,,,,,,,,,13.27,0.00,13.27,6.79
31.71,-11.94,44.10,44098.00,,,,,,,,,13.27,0.00,13.27,6.79
31.71,-11.94,44.22,44218.00,,,,,,,,,13.27,0.00,13.27,6.79
31.71,-11.94,44.34,44338.00,,,,,,,,,13.27,0.00,13.27,6.79
31.71,-11.94,44.46,44458.00,,,,,,,,,13.27,0.00,13.27,6.79
31.71,-11.94,44.58,44578.00,,,,,,,,,13.27,0.00,13.27,6.79
31.71,-11.95,44.70,44698.00,,,,,,,13.27,0.00,13.27,0.00,13.27,6.79
31.71,-11.95,44.82,44818.00,,,,,,,13.27,0.00,17.62,4.35,13.27,6.79
31.71,-11.95,44.94,44938.00,,,,,,,13.27,0.00,17.62,4.35,17.62,4.35
31.71,-11.95,45.06,45058.00,,,,,,,13.27,0.00,17.62,4.35,17.62,4.35
31.71,-11.95,45.18,45178.00,13.27,0.29,3.22,0.06,3.64,3.64,13.27,0.00,17.62,4.35,17.62,4.35
31.71,-11.95,45.30,45298.00,,,,,,,13.27,0.00,17.62,4.35,17.62,4.35
31.71,-11.95,45.42,45418.00,,,,,,,13.27,0.00,17.62,4.35,17.62,4.35
31.70,-11.95,45.54,45538.00,,,,,,,13.27,0.00,17.62,4.35,17.62,4.35
31.70,-11.95,45.66,45658.00,,,,,,,13.27,0.00,17.62,4.35,17.62,4.35
31.70,-11.95,45.78,45778.00,,,,,,,21.96,0.00,17.62,4.35,17.62,4.35
31.70,-11.96,45.90,45898.00,,,,,,,21.96,0.00,17.62,4.35,17.62,4.35
31.70,-11.96,46.02,46018.00,,,,,,,21.96,0.00,17.62,4.35,17.62,4.35
31.70,-11.96,46.14,46138.00,,,,,,,21.96,0.00,17.62,4.35,17.62,4.35
31.70,-11.96,46.26,46258.00,21.96,0.35,6.60,0.31,5.53,5.53,21.96,0.00,17.62,4.35,17.62,4.35
31.70,-11.96,46.38,46378.00,,,,,,,21.96,0.00,17.62,4.35,17.62,4.35
31.70,-11.96,46.50,46498.00,,,,,,,21.96,0.00,17.62,4.35,17.62,4.35
31.70,-11.96,46.62,46618.00,,,,,,,21.96,0.00,17.62,4.35,17.62,4.35
31.70,-11.96,46.74,46737.00,,,,,,,21.96,0.00,21.96,0.00,17.62,4.35
31.70,-11.96,46.86,46857.00,,,,,,,,,21.96,0.00,17.62,4.35
31.70,-11.96,46.98,46977.00,,,,,,,,,21.96,0.00,17.62,4.35
31.70,-11.97,47.10,47097.00,,,,,,,,,21.96,0.00,17.62,4.35
31.70,-11.97,47.22,47217.00,,,,,,,,,21.96,0.00,17.62,4.35
31.70,-11.97,47.34,47337.00,,,,,,,,,21.96,0.00,17.62,4.35
31.70,-11.97,47.46,47457.00,,,,,,,,,21.96,0.00,17.62,4.35
31.70,-11.97,47.58,47577.00,,,,,,,,,21.96,0.00,17.62,4.35
31.70,-11.97,47.70,47697.00,,,,,,,,,21.96,0.00,21.96,0.00
31.70,-11.97,47.82,47817.00,,,,,,,,,,,21.96,0.00
31.70,-11.97,47.94,47937.00,,,,,,,,,,,21.96,0.00
31.70,-11.97,48.06,48057.00,,,,,,,,,,,21.96,0.00
31.70,-11.97,48.18,48177.00,,,,,,,,,,,21.96,0.00
31.70,-11.98,48.30,48297.00,,,,,,,,,,,21.96,0.00
31.70,-11.98,48.42,48416.00,,,,,,,,,,,18.57,3.39
31.70,-11.98,48.54,48535.00,,,,,,,,,,,18.57,3.39
31.70,-11.98,48.66,48655.00,,,,,,,,,,,18.57,3.39
31.70,-11.98,48.78,48775.00,,,,,,,,,,,15.18,0.00
31.69,-11.98,48.90,48895.00,,,,,,,,,,,15.18,0.00
31.69,-11.98,49.02,49015.00,,,,,,,,,,,15.18,0.00
31.69,-11.98,49.14,49135.00,,,,,,,,,,,15.18,0.00
31.69,-11.98,49.26,49255.00,,,,,,,,,,,15.18,0.00
31.69,-11.98,49.38,49375.00,,,,,,,,,15.18,0.00,15.18,0.00
31.69,-11.98,49.50,49495.00,,,,,,,,,15.18,0.00,11.19,4.00
31.69,-11.98,49.62,49615.00,,,,,,,,,15.18,0.00,11.19,4.00
31.69,-11.99,49.74,49735.00,,,,,,,,,15.18,0.00,11.19,4.00
31.69,-11.99,49.86,49855.00,,,,,,,,,15.18,0.00,11.19,4.00
31.69,-11.99,49.98,49975.00,,,,,,,,,15.18,0.00,11.19,4.00
31.69,-11.99,50.10,50095.00,,,,,,,,,15.18,0.00,7.19,4.26
31.69,-11.99,50.22,50215.00,,,,,,,,,15.18,0.00,7.19,4.26
31.69,-11.99,50.34,50335.00,,,,,,,15.18,0.00,15.18,0.00,7.19,4.26
31.69,-11.99,50.46,50455.00,,,,,,,15.18,0.00,11.19,4.00,7.19,4.26
31.69,-11.99,50.58,50575.00,,,,,,,15.18,0.00,11.19,4.00,7.19,4.26
31.69,-11.99,50.70,50695.00,,,,,,,15.18,0.00,11.19,4.00,7.19,4.26
31.69,-11.99,50.82,50815.00,15.18,0.42,5.89,0.26,4.95,4.95,15.18,0.00,11.19,4.00,7.19,4.26
31.68,-12.00,50.94,50935.00,,,,,,,15.18,0.00,11.19,4.00,7.19,4.26
31.68,-12.00,51.06,51055.00,,,,,,,15.18,0.00,7.19,4.26,7.19,4.26
31.68,-12.00,51.18,51175.00,,,,,,,15.18,0.00,7.19,4.26,7.19,4.26
31.68,-12.00,51.30,51295.00,,,,,,,15.18,0.00,7.19,4.26,7.19,4.26
31.68,-12.00,51.42,51415.00,,,,,,,7.19,0.00,7.19,4.26,7.19,4.26
31.68,-12.00,51.54,51535.00,,,,,,,7.19,0.00,7.19,4.26,7.19,4.26
31.68,-12.00,51.66,51655.00,,,,,,,7.19,0.00,7.19,4.26,7.19,4.26
31.68,-12.00,51.78,51775.00,,,,,,,7.19,0.00,7.19,4.26,11.19,5.72
31.68,-12.00,51.90,51895.00,7.19,0.10,2.17,0.05,1.69,1.69,7.19,0.00,7.19,4.26,11.19,5.72
31.68,-12.00,52.02,52015.00,,,,,,,6.28,0.91,7.19,4.26,11.19,5.72
31.68,-12.00,52.13,52134.00,,,,,,,6.28,0.91,7.19,4.26,11.19,5.72
31.67,-12.00,52.25,52253.00,,,,,,,6.28,0.91,7.19,4.26,11.19,5.72
31.67,-12.00,52.37,52373.00,,,,,,,6.28,0.91,6.28,0.91,11.19,5.72
31.67,-12.00,52.49,52493.00,5.37,0.22,3.47,0.31,4.04,4.04,5.37,0.00,6.28,0.91,11.19,5.72
31.67,-12.00,52.61,52613.00,,,,,,,5.37,0.00,6.28,0.91,11.19,5.72
31.67,-12.01,52.73,52733.00,,,,,,,5.37,0.00,7.19,6.20,11.19,5.72
31.67,-12.01,52.85,52853.00,,,,,,,5.37,0.00,7.19,6.20,11.19,5.72
31.67,-12.01,52.97,52973.00,,,,,,,5.37,0.00,7.19,6.20,15.18,5.32
31.67,-12.01,53.09,53093.00,,,,,,,,,7.19,6.20,15.18,5.32
31.67,-12.01,53.21,53213.00,,,,,,,,,7.19,6.20,15.18,5.32
31.67,-12.01,53.33,53333.00,,,,,,,,,7.19,6.20,11.29,5.75
31.67,-12.01,53.45,53453.00,,,,,,,,,12.35,6.98,11.29,5.75
31.67,-12.01,53.57,53573.00,,,,,,,,,12.35,6.98,11.29,5.75
31.67,-12.01,53.69,53693.00,,,,,,,19.33,0.00,12.35,6.98,7.19,5.54
31.67,-12.01,53.81,53813.00,,,,,,,19.33,0.00,12.35,6.98,7.19,5.54
31.67,-12.01,53.93,53933.00,,,,,,,19.33,0.00,15.39,5.88,7.19,5.54
31.67,-12.02,54.05,54053.00,,,,,,,19.33,0.00,17.36,1.97,7.19,5.54
31.67,-12.02,54.17,54173.00,19.33,0.38,4.23,0.28,10.91,10.91,19.33,0.00,17.36,1.97,7.19,5.54
31.67,-12.02,54.29,54293.00,,,,,,,19.33,0.00,17.36,1.97,7.19,5.54
31.67,-12.02,54.41,54413.00,,,,,,,19.33,0.00,17.36,1.97,11.01,5.86
31.67,-12.02,54.53,54533.00,,,,,,,19.33,0.00,17.36,1.97,11.01,5.86
31.66,-12.02,54.65,54653.00,,,,,,,19.33,0.00,15.39,5.31,11.01,5.86
31.66,-12.02,54.77,54773.00,,,,,,,,,15.39,5.31,11.01,5.86
31.66,-12.02,54.89,54893.00,,,,,,,15.39,0.00,15.39,5.31,11.01,5.86
31.66,-12.02,55.01,55013.00,,,,,,,15.39,0.00,15.39,5.31,15.39,5.31
31.66,-12.02,55.13,55133.00,,,,,,,15.39,0.00,15.39,5.31,15.39,5.31
31.66,-12.03,55.25,55253.00,,,,,,,15.39,0.00,15.39,5.31,15.39,5.31
31.66,-12.03,55.37,55373.00,15.39,0.35,11.14,0.17,5.92,5.92,15.39,0.00,15.39,5.31,13.54,4.68
31.66,-12.03,55.49,55493.00,,,,,,,15.39,0.00,15.39,5.31,13.54,4.68
31.66,-12.03,55.61,55613.00,,,,,,,11.01,4.38,15.39,5.31,13.54,4.68
31.66,-12.03,55.73,55733.00,,,,,,,11.01,4.38,11.01,4.38,13.54,4.68
31.66,-12.03,55.85,55853.00,,,,,,,11.01,4.38,11.01,4.38,13.54,4.68
31.66,-12.03,55.97,55973.00,,,,,,,6.64,0.00,11.01,4.38,13.54,4.68
31.66,-12.03,56.09,56093.00,6.64,0.16,5.75,0.02,3.01,3.01,6.64,0.00,11.01,4.38,13.54,4.68
31.66,-12.03,56.21,56213.00,,,,,,,6.64,0.00,11.01,4.38,13.54,4.68
31.66,-12.03,56.33,56333.00,,,,,,,6.64,0.00,11.70,3.59,13.54,4.68
31.66,-12.03,56.45,56453.00,,,,,,,6.64,0.00,11.70,3.59,13.54,4.68
31.66,-12.04,56.57,56573.00,,,,,,,6.64,0.00,11.70,3.59,13.54,4.68
31.66,-12.04,56.69,56693.00,,,,,,,,,11.70,3.59,11.70,3.59
31.66,-12.04,56.81,56813.00,,,,,,,,,11.70,3.59,11.70,3.59
31.65,-12.04,56.93,56933.00,,,,,,,,,9.17,2.53,11.70,3.59
31.65,-12.04,57.05,57053.00,,,,,,,,,9.17,2.53,11.70,3.59
31.65,-12.04,57.17,57173.00,,,,,,,,,9.17,2.53,11.70,3.59
31.65,-12.04,57.29,57293.00,,,,,,,11.70,0.00,9.17,2.53,11.70,3.59
31.65,-12.04,57.41,57413.00,,,,,,,11.70,0.00,9.17,2.53,11.70,3.59
31.65,-12.04,57.53,57533.00,,,,,,,11.70,0.00,9.17,2.53,11.70,3.59
31.65,-12.04,57.65,57653.00,,,,,,,11.70,0.00,11.70,0.00,11.70,3.59
31.65,-12.05,57.77,57773.00,11.70,0.35,2.87,0.12,2.43,2.43,11.70,0.00,11.70,0.00,11.70,3.59
31.65,-12.05,57.89,57893.00,,,,,,,11.70,0.00,11.70,0.00,9.17,2.53
31.65,-12.05,58.01,58013.00,,,,,,,11.70,0.00,11.70,0.00,9.17,2.53
31.65,-12.05,58.13,58133.00,,,,,,,11.70,0.00,11.70,0.00,10.30,2.13
31.65,-12.05,58.25,58253.00,,,,,,,11.70,0.00,11.70,0.00,10.30,2.13
31.65,-12.05,58.37,58373.00,,,,,,,,,11.70,0.00,10.30,2.13
31.65,-12.05,58.49,58493.00,,,,,,,,,11.70,0.00,9.93,1.85
31.65,-12.05,58.61,58613.00,,,,,,,,,11.70,0.00,9.93,2.94
31.65,-12.05,58.73,58733.00,,,,,,,,,11.70,0.00,9.93,2.94
31.65,-12.05,58.85,58853.00,,,,,,,,,11.70,0.00,9.93,2.94
31.65,-12.05,58.97,58973.00,,,,,,,,,11.70,0.00,9.93,2.94
31.65,-12.06,59.09,59093.00,,,,,,,,,11.00,0.70,9.55,3.30
31.65,-12.06,59.21,59213.00,,,,,,,,,11.00,0.70,9.55,3.30
31.65,-12.06,59.33,59333.00,,,,,,,,,10.30,0.00,9.93,3.42
31.64,-12.06,59.45,59453.00,,,,,,,,,9.93,0.38,9.93,3.42
31.64,-12.06,59.57,59573.00,,,,,,,,,9.55,2.83,9.93,3.42
31.64,-12.06,59.69,59693.00,,,,,,,,,9.55,2.83,9.93,3.42
31.64,-12.06,59.81,59813.00,,,,,,,,,9.55,2.83,9.93,3.42
31.64,-12.06,59.93,59933.00,,,,,,,,,9.55,2.83,9.93,3.42
31.64,-12.06,60.05,60053.00,,,,,,,10.30,0.00,6.76,3.01,9.93,3.42
31.64,-12.06,60.17,60173.00,,,,,,,10.30,0.00,6.76,3.01,9.55,3.24
31.64,-12.07,60.29,60293.00,,,,,,,10.30,0.00,9.55,3.43,8.13,3.16
31.64,-12.07,60.41,60413.00,,,,,,,9.93,0.38,9.55,3.43,8.13,3.16
31.64,-12.07,60.53,60533.00,10.30,0.17,19.75,0.14,12.90,12.90,9.55,2.83,9.55,3.43,8.13,3.16
31.64,-12.07,60.65,60653.00,,,,,,,9.55,2.83,9.55,3.43,8.13,3.16
31.64,-12.07,60.77,60773.00,,,,,,,9.55,2.83,9.55,3.43,8.13,3.16
31.64,-12.07,60.89,60893.00,9.55,0.34,10.27,0.01,2.70,2.70,9.55,2.83,9.55,3.43,8.13,3.16
31.64,-12.07,61.01,61013.00,,,,,,,,,,,,
31.64,-12.07,61.13,61133.00,,,,,,,3.96,2.65,8.13,3.16,8.13,3.16
31.64,-12.07,61.25,61253.00,,,4.20,0.13,-0.18,-0.18,6.76,3.61,8.13,3.16,8.13,3.16
31.64,-12.07,61.37,61373.00,,,,,,,6.76,3.61,8.13,3.16,9.55,3.20
31.64,-12.08,61.49,61493.00,,,,,,,,,,,,
31.64,-12.08,61.61,61613.00,,,,,,,8.07,4.16,8.13,3.16,9.44,3.01
31.64,-12.08,61.73,61733.00,12.24,0.12,0.65,0.05,1.89,1.89,8.07,4.16,8.13,3.16,9.55,4.27
31.64,-12.08,61.85,61853.00,,,,,,,8.07,4.16,8.13,3.16,9.55,4.27
31.64,-12.08,61.97,61973.00,,,,,,,8.07,4.16,8.13,3.16,9.55,4.27
31.64,-12.08,62.09,62093.00,,,,,,,9.47,2.77,6.71,3.24,9.55,4.27
31.64,-12.08,62.21,62213.00,,,,,,,9.47,2.77,6.71,3.24,9.93,4.43
31.64,-12.08,62.33,62333.00,,,,,,,6.71,0.00,8.13,3.35,9.93,4.43
31.64,-12.08,62.45,62453.00,,,,,,,6.71,0.00,8.01,3.33,9.93,4.43
31.63,-12.09,62.57,62573.00,6.71,0.14,0.71,0.08,0.11,0.11,6.71,0.00,9.32,3.08,9.93,4.43
31.63,-12.09,62.69,62693.00,,,,,,,6.71,0.00,10.40,4.62,9.93,4.43
31.63,-12.09,62.81,62813.00,,,,,,,6.71,0.00,10.40,4.62,9.93,4.43
31.63,-12.09,62.93,62933.00,,,,,,,6.71,0.00,10.40,4.62,9.93,4.43
31.63,-12.09,63.05,63053.00,,,,,,,6.71,0.00,11.47,3.95,9.55,4.67
31.63,-12.09,63.17,63173.00,,,,,,,,,11.86,3.89,9.55,4.67
31.63,-12.09,63.29,63293.00,,,,,,,11.47,0.00,11.47,4.26,9.55,4.67
31.63,-12.09,63.41,63413.00,,,,,,,10.40,1.07,11.47,4.26,11.47,4.81
31.63,-12.09,63.53,63533.00,,,,,,,10.40,1.07,11.47,4.26,11.86,4.45
31.63,-12.09,63.65,63653.00,,,,,,,11.47,3.95,11.47,4.26,11.86,4.45
31.63,-12.10,63.77,63773.00,11.47,0.19,1.74,0.07,2.55,2.55,11.47,3.95,11.47,4.26,11.86,4.45
31.63,-12.10,63.89,63893.00,9.32,0.11,1.79,0.03,0.38,0.38,11.47,3.95,11.47,4.26,11.86,4.45
31.63,-12.10,64.01,64013.00,,,,,,,11.47,3.95,11.47,4.26,12.23,3.41
31.63,-12.10,64.13,64133.00,18.56,0.32,3.45,0.30,1.87,1.87,13.51,3.58,13.51,3.58,12.23,3.41
31.63,-12.10,64.25,64253.00,,,,,,,13.51,3.58,13.51,3.58,11.91,3.43
31.63,-12.10,64.37,64373.00,,,,,,,15.56,3.85,14.00,3.20,12.22,4.58
31.63,-12.10,64.49,64493.00,,,,,,,17.06,1.50,14.00,3.20,13.11,4.60
31.63,-12.10,64.61,64613.00,15.56,0.33,3.81,0.16,3.23,3.23,17.06,1.50,14.00,3.20,12.22,4.59
31.63,-12.10,64.73,64733.00,,,,,,,15.56,0.00,14.00,3.20,12.22,4.59
31.63,-12.11,64.85,64853.00,,,,,,,15.56,0.00,14.00,3.20,12.22,4.59
31.63,-12.11,64.97,64973.00,,,,,,,15.56,0.00,13.11,2.98,12.22,4.59
31.63,-12.11,65.09,65093.00,,,,,,,15.56,0.00,13.11,2.98,13.11,4.23
31.63,-12.11,65.21,65213.00,,,,,,,,,12.22,2.84,13.11,4.23
31.63,-12.11,65.33,65333.00,,,,,,,14.00,0.00,14.00,4.23,12.91,4.05
31.63,-12.11,65.45,65453.00,,,,,,,14.00,0.00,15.56,3.71,12.91,4.05
31.63,-12.11,65.57,65573.00,,,,,,,14.00,0.00,14.78,4.15,12.57,3.92
31.63,-12.11,65.69,65693.00,,,,,,,14.00,0.00,14.00,4.23,12.57,3.92
31.63,-12.11,65.81,65813.00,14.00,0.05,9.26,0.05,10.98,10.98,14.00,0.00,14.00,4.23,12.57,3.92
31.63,-12.11,65.93,65933.00,,,,,,,13.11,0.89,14.00,4.23,12.57,3.92
31.63,-12.12,66.05,66053.00,,,,,,,13.11,0.89,14.00,4.23,12.57,3.92
31.63,-12.12,66.17,66173.00,,,,,,,12.22,1.02,13.11,4.56,12.91,3.78
31.63,-12.12,66.29,66293.00,,,,,,,13.11,4.48,12.91,4.27,13.07,3.86
31.63,-12.12,66.41,66413.00,12.22,0.23,1.87,0.14,6.77,6.77,15.41,4.63,12.91,4.27,13.22,3.73
31.63,-12.12,66.53,66533.00,,,,,,,12.22,4.99,12.57,4.08,13.22,3.73
31.63,-12.12,66.65,66653.00,11.61,0.11,5.38,0.06,5.70,5.70,12.22,4.99,12.57,4.08,13.07,3.68
31.62,-12.12,66.77,66773.00,22.76,0.23,8.48,0.30,1.77,1.77,12.22,4.99,12.57,4.08,13.07,3.68
31.62,-12.12,66.89,66893.00,18.61,0.39,5.99,0.19,2.78,2.78,12.22,4.99,12.57,4.08,13.07,3.68
31.62,-12.12,67.01,67013.00,9.35,0.12,1.44,0.04,3.27,3.27,15.11,5.37,12.57,4.08,13.07,3.68
31.62,-12.13,67.13,67133.00,,,,,,,15.11,5.37,12.91,3.85,12.91,3.85
31.62,-12.13,67.25,67253.00,,,,,,,15.76,5.15,12.91,3.85,12.91,3.85
31.62,-12.13,67.37,67373.00,,,,,,,12.91,3.81,12.57,4.09,12.91,3.85
31.62,-12.13,67.49,67493.00,,,,,,,12.11,1.52,12.57,4.09,12.91,3.85
31.62,-12.13,67.61,67613.00,,,,,,,12.51,0.40,12.57,4.09,12.91,3.85
31.62,-12.13,67.73,67733.00,12.91,0.33,3.88,0.12,1.27,1.27,12.51,0.40,12.57,4.09,12.91,3.85
31.62,-12.13,67.85,67853.00,,,,,,,12.51,0.40,12.57,4.09,12.91,3.85
