# Longitude (deg), Latitude (deg), Distance Along Fault (km), Distance Along Fault (m), Scarp Height (m), Scarp Height Std (m), Upper Slope Angle (deg), upper slope std, Lower Slope Angle (deg), lower_slope_std, Filtered Median offset (1km), filtered standard deviation (1km), Filtered Median offset (3km), filtered standard deviation (3km), Filtered Median offset (5km), filtered standard deviation (5km)
31.62,-12.13,67.97,67973.00,12.11,0.16,7.52,0.03,5.10,5.10,12.51,0.40,12.91,4.30,12.91,3.85
31.62,-12.13,68.09,68093.00,,,,,,,12.91,0.47,12.91,4.30,12.91,3.85
31.62,-12.13,68.21,68213.00,,,,,,,12.91,0.47,13.07,4.49,12.91,3.85
31.62,-12.14,68.33,68333.00,,,,,,,12.67,0.56,12.91,3.01,12.57,4.09
31.62,-12.14,68.45,68453.00,,,,,,,12.67,0.56,12.51,1.53,12.57,4.09
31.62,-12.14,68.57,68573.00,13.22,0.21,6.33,0.22,2.71,2.71,13.22,0.00,12.91,0.47,12.57,4.09
31.62,-12.14,68.69,68693.00,,,,,,,13.22,0.00,12.91,0.47,12.91,3.88
31.62,-12.14,68.81,68813.00,,,,,,,13.22,0.00,12.91,0.47,12.91,3.88
31.62,-12.14,68.93,68933.00,,,,,,,13.22,0.00,12.91,0.47,13.07,4.04
31.62,-12.14,69.05,69053.00,,,,,,,13.22,0.00,12.91,0.47,13.07,4.04
31.62,-12.14,69.17,69173.00,,,,,,,,,12.91,0.47,13.22,4.16
31.62,-12.14,69.29,69293.00,,,,,,,,,12.67,0.56,13.07,2.86
31.62,-12.14,69.41,69413.00,,,,,,,,,12.67,0.56,12.91,1.96
31.62,-12.15,69.53,69533.00,,,,,,,,,13.22,0.00,13.22,2.10
31.62,-12.15,69.65,69653.00,,,,,,,,,14.32,1.10,13.22,2.10
31.62,-12.15,69.77,69773.00,,,,,,,,,14.32,1.10,13.22,2.10
31.62,-12.15,69.89,69893.00,,,,,,,,,14.32,1.10,13.22,2.10
31.62,-12.15,70.01,70013.00,,,,,,,,,14.32,1.10,13.22,2.10
31.62,-12.15,70.13,70133.00,,,,,,,,,15.42,0.00,13.22,2.10
31.62,-12.15,70.25,70253.00,,,,,,,,,15.42,0.00,13.22,3.95
31.61,-12.15,70.37,70373.00,,,,,,,,,15.42,0.00,13.22,3.95
31.61,-12.15,70.49,70493.00,,,,,,,,,16.66,1.24,14.32,4.39
31.61,-12.15,70.61,70613.00,,,,,,,15.42,0.00,16.66,1.24,13.22,4.26
31.61,-12.16,70.73,70733.00,,,,,,,15.42,0.00,16.66,1.24,13.22,4.26
31.61,-12.16,70.85,70853.00,,,,,,,15.42,0.00,16.66,1.24,13.22,4.26
31.61,-12.16,70.97,70973.00,,,,,,,15.42,0.00,16.66,1.24,13.22,4.26
31.61,-12.16,71.09,71093.00,15.42,0.78,3.98,0.69,3.46,3.46,15.42,0.00,16.66,1.24,12.22,4.74
31.61,-12.16,71.21,71213.00,,,,,,,15.42,0.00,15.42,5.07,12.22,4.74
31.61,-12.16,71.33,71333.00,,,,,,,15.42,0.00,15.42,5.07,12.22,4.74
31.61,-12.16,71.45,71453.00,,,,,,,16.66,1.24,15.42,5.07,12.22,4.74
31.61,-12.16,71.57,71573.00,,,,,,,16.66,1.24,12.22,4.74,12.22,4.74
31.61,-12.16,71.69,71693.00,,,,,,,17.90,0.00,12.22,4.74,12.22,4.74
31.61,-12.17,71.81,71813.00,,,,,,,17.90,0.00,12.22,4.74,12.22,4.74
31.61,-12.17,71.93,71933.00,17.90,0.34,4.97,0.10,4.58,4.58,17.90,0.00,12.22,4.74,12.22,4.74
31.61,-12.17,72.05,72053.00,,,,,,,17.90,0.00,12.22,4.74,12.22,4.74
31.61,-12.17,72.17,72173.00,,,,,,,12.01,5.89,12.22,4.74,12.22,4.74
31.61,-12.17,72.29,72293.00,,,,,,,12.01,5.89,12.22,4.74,9.63,4.36
31.61,-12.17,72.41,72413.00,,,,,,,12.01,5.89,12.22,4.74,9.63,4.36
31.61,-12.17,72.53,72533.00,,,,,,,7.57,1.45,12.22,4.74,12.02,4.11
31.61,-12.17,72.65,72653.00,6.12,0.12,6.34,0.06,3.90,3.90,7.57,1.45,9.02,5.01,12.02,4.11
31.61,-12.17,72.77,72773.00,,,,,,,7.57,1.45,9.02,5.01,12.02,4.11
31.61,-12.18,72.89,72893.00,,,,,,,7.57,1.45,9.02,5.01,12.02,4.11
31.61,-12.18,73.01,73013.00,9.02,0.29,2.27,0.27,3.15,3.15,7.57,1.45,9.02,5.01,12.02,4.11
31.61,-12.18,73.13,73133.00,,,,,,,7.57,1.45,9.02,5.01,12.02,4.11
31.61,-12.18,73.25,73253.00,,,,,,,9.02,0.00,9.33,4.38,9.63,4.12
31.61,-12.18,73.37,73373.00,,,,,,,9.02,0.00,9.33,4.38,9.63,4.12
31.61,-12.18,73.49,73493.00,,,,,,,9.02,0.00,9.33,2.97,9.63,4.12
31.61,-12.18,73.61,73613.00,,,,,,,,,9.33,2.97,9.33,4.09
31.61,-12.18,73.73,73733.00,,,,,,,,,9.33,2.97,9.33,4.09
31.61,-12.18,73.85,73853.00,,,,,,,,,9.33,2.97,9.33,4.09
31.61,-12.18,73.97,73973.00,,,,,,,,,9.33,2.97,9.33,4.09
31.61,-12.19,74.09,74093.00,,,,,,,,,9.33,2.97,9.33,4.09
31.61,-12.19,74.21,74213.00,,,,,,,9.63,0.00,9.33,2.57,9.33,4.09
31.61,-12.19,74.33,74333.00,,,,,,,9.63,0.00,9.33,2.57,9.33,4.09
31.61,-12.19,74.45,74453.00,,,,,,,12.02,2.39,9.33,2.57,9.02,2.81
31.61,-12.19,74.57,74573.00,,,,,,,12.02,2.39,9.63,2.87,9.02,2.81
31.61,-12.19,74.69,74693.00,9.63,0.23,0.83,0.11,0.76,0.76,12.02,2.39,9.63,2.87,9.02,2.81
31.61,-12.19,74.81,74813.00,,,,,,,12.02,2.39,9.63,2.87,9.02,2.81
31.61,-12.19,74.93,74933.00,14.40,0.15,4.60,0.14,1.12,1.12,12.02,2.39,9.63,2.87,9.02,2.81
31.61,-12.19,75.05,75053.00,,,,,,,12.02,2.39,9.63,2.87,9.02,2.81
31.61,-12.20,75.17,75173.00,,,,,,,9.63,2.87,9.63,2.87,9.33,2.57
31.61,-12.20,75.29,75293.00,,,,,,,10.97,3.43,9.63,2.87,9.33,2.57
31.61,-12.20,75.41,75413.00,,,,,,,10.97,3.43,9.63,2.87,9.33,2.57
31.61,-12.20,75.53,75533.00,,,,,,,7.53,0.00,9.63,2.87,9.63,2.87
31.61,-12.20,75.65,75653.00,7.53,0.20,1.56,0.09,1.17,1.17,7.53,0.00,9.63,2.87,9.63,2.87
31.61,-12.20,75.77,75773.00,,,,,,,7.53,0.00,9.63,2.87,9.63,2.87
31.61,-12.20,75.89,75893.00,,,,,,,7.53,0.00,9.63,2.87,9.63,2.87
31.61,-12.20,76.01,76013.00,,,,,,,7.53,0.00,9.63,2.87,9.63,2.87
31.61,-12.20,76.13,76133.00,,,,,,,7.53,0.00,9.63,2.87,9.63,2.87
31.61,-12.20,76.25,76253.00,,,,,,,,,10.97,3.43,9.63,2.87
31.61,-12.21,76.37,76373.00,,,,,,,,,10.97,3.43,9.63,2.87
31.61,-12.21,76.49,76493.00,,,,,,,,,7.53,0.00,9.63,2.87
31.61,-12.21,76.61,76613.00,,,,,,,,,7.53,0.00,9.63,2.87
31.61,-12.21,76.73,76733.00,,,,,,,,,7.53,0.00,9.63,2.87
31.61,-12.21,76.85,76853.00,,,,,,,,,7.53,0.00,9.63,2.87
31.61,-12.21,76.97,76973.00,,,,,,,,,7.53,0.00,9.63,2.87
31.61,-12.21,77.09,77093.00,,,,,,,,,7.53,0.00,9.63,2.87
31.61,-12.21,77.21,77213.00,,,,,,,,,,,10.97,3.43
31.61,-12.21,77.33,77333.00,,,,,,,,,,,10.97,3.43
31.61,-12.22,77.45,77453.00,,,,,,,,,,,7.53,0.00
31.61,-12.22,77.57,77572.00,,,,,,,,,,,7.53,0.00
31.60,-12.22,77.69,77692.00,,,,,,,,,,,7.53,0.00
31.60,-12.22,77.81,77812.00,,,,,,,,,,,7.53,0.00
31.60,-12.22,77.93,77932.00,,,,,,,,,,,7.53,0.00
31.60,-12.22,78.05,78052.00,,,,,,,,,,,7.53,0.00
31.60,-12.22,78.17,78171.00,,,,,,,,,,,,
31.60,-12.22,78.29,78291.00,,,,,,,,,,,,
31.60,-12.22,78.41,78411.00,,,,,,,,,,,,
31.60,-12.22,78.53,78531.00,,,,,,,,,,,,
31.60,-12.22,78.65,78651.00,,,,,,,,,,,,
31.60,-12.23,78.77,78771.00,,,,,,,,,,,,
31.60,-12.23,78.89,78891.00,,,,,,,,,,,,
31.60,-12.23,79.01,79011.00,,,,,,,,,,,,
31.60,-12.23,79.13,79131.00,,,,,,,,,,,,
31.60,-12.23,79.25,79251.00,,,,,,,,,,,,
31.60,-12.23,79.37,79371.00,,,,,,,,,,,,
31.60,-12.23,79.49,79491.00,,,,,,,,,,,,
31.60,-12.23,79.61,79609.00,,,,,,,,,,,,
31.60,-12.23,79.73,79729.00,,,,,,,,,,,,
31.60,-12.23,79.85,79849.00,,,,,,,,,,,,
31.60,-12.24,79.97,79969.00,,,,,,,,,,,,
31.60,-12.24,80.09,80089.00,,,,,,,,,,,,
31.60,-12.24,80.21,80209.00,,,,,,,,,,,,
31.59,-12.24,80.33,80329.00,,,,,,,,,,,,
31.59,-12.24,80.45,80449.00,,,,,,,,,,,,
31.59,-12.24,80.57,80569.00,,,,,,,,,,,,
31.59,-12.24,80.69,80689.00,,,,,,,,,,,,
31.59,-12.24,80.81,80809.00,,,,,,,,,,,,
31.59,-12.24,80.93,80929.00,,,,,,,,,,,,
31.59,-12.24,81.05,81049.00,,,,,,,,,,,,
31.59,-12.25,81.17,81168.00,,,,,,,,,,,,
31.59,-12.25,81.29,81288.00,,,,,,,,,,,,
31.59,-12.25,81.41,81408.00,,,,,,,,,,,,
31.59,-12.25,81.53,81528.00,,,,,,,,,,,,
31.59,-12.25,81.65,81648.00,,,,,,,,,,,,
31.59,-12.25,81.77,81768.00,,,,,,,,,,,23.95,0.00
31.59,-12.25,81.89,81888.00,,,,,,,,,,,23.95,0.00
31.59,-12.25,82.01,82008.00,,,,,,,,,,,23.95,0.00
31.59,-12.25,82.13,82128.00,,,,,,,,,,,23.95,0.00
31.59,-12.25,82.25,82247.00,,,,,,,,,,,23.95,0.00
31.58,-12.25,82.37,82367.00,,,,,,,,,,,23.95,0.00
31.58,-12.25,82.49,82487.00,,,,,,,,,,,23.95,0.00
31.58,-12.25,82.61,82607.00,,,,,,,,,,,23.95,0.00
31.58,-12.25,82.73,82727.00,,,,,,,,,23.95,0.00,23.95,0.00
31.58,-12.26,82.85,82847.00,,,,,,,,,23.95,0.00,23.95,0.00
31.58,-12.26,82.97,82967.00,,,,,,,,,23.95,0.00,23.95,0.00
31.58,-12.26,83.09,83087.00,,,,,,,,,23.95,0.00,23.95,0.00
31.58,-12.26,83.21,83207.00,,,,,,,,,23.95,0.00,23.95,0.00
31.58,-12.26,83.33,83327.00,,,,,,,,,23.95,0.00,23.95,0.00
31.58,-12.26,83.45,83447.00,,,,,,,,,23.95,0.00,23.95,0.00
31.58,-12.26,83.57,83567.00,,,,,,,,,23.95,0.00,23.95,0.00
31.58,-12.26,83.69,83687.00,,,,,,,23.95,0.00,23.95,0.00,23.95,0.00
31.58,-12.26,83.81,83807.00,,,,,,,23.95,0.00,23.95,0.00,23.95,0.00
31.58,-12.26,83.93,83927.00,,,,,,,23.95,0.00,23.95,0.00,23.95,0.00
31.58,-12.26,84.05,84047.00,,,,,,,23.95,0.00,23.95,0.00,23.95,0.00
31.58,-12.27,84.17,84167.00,23.95,0.24,2.93,0.05,2.18,2.18,23.95,0.00,23.95,0.00,23.95,0.00
31.58,-12.27,84.29,84287.00,,,,,,,23.95,0.00,23.95,0.00,23.95,0.00
31.57,-12.27,84.41,84407.00,,,,,,,23.95,0.00,23.95,0.00,23.95,0.00
31.57,-12.27,84.53,84527.00,,,,,,,23.95,0.00,23.95,0.00,23.95,0.00
31.57,-12.27,84.65,84647.00,,,,,,,23.95,0.00,23.95,0.00,23.95,0.00
31.57,-12.27,84.77,84767.00,,,,,,,,,23.95,0.00,23.95,0.00
31.57,-12.27,84.89,84887.00,,,,,,,,,23.95,0.00,23.95,0.00
31.57,-12.27,85.01,85007.00,,,,,,,,,23.95,0.00,23.95,0.00
31.57,-12.27,85.13,85127.00,,,,,,,,,23.95,0.00,23.95,0.00
31.57,-12.27,85.25,85247.00,,,,,,,,,23.95,0.00,23.95,0.00
31.57,-12.28,85.37,85367.00,,,,,,,,,23.95,0.00,23.95,0.00
31.57,-12.28,85.49,85487.00,,,,,,,,,23.95,0.00,23.95,0.00
31.57,-12.28,85.61,85607.00,,,,,,,,,23.95,0.00,23.95,0.00
31.57,-12.28,85.73,85727.00,,,,,,,,,,,23.95,0.00
31.57,-12.28,85.85,85847.00,,,,,,,,,,,23.95,0.00
31.57,-12.28,85.97,85967.00,,,,,,,,,,,23.95,0.00
31.57,-12.28,86.09,86087.00,,,,,,,,,,,23.95,0.00
31.57,-12.28,86.21,86207.00,,,,,,,,,,,23.95,0.00
31.57,-12.28,86.33,86327.00,,,,,,,,,,,23.95,0.00
31.57,-12.28,86.45,86447.00,,,,,,,,,,,23.95,0.00
31.57,-12.29,86.57,86567.00,,,,,,,,,,,23.95,0.00
31.57,-12.29,86.69,86687.00,,,,,,,,,,,,
31.57,-12.29,86.81,86807.00,,,,,,,,,,,,
31.57,-12.29,86.93,86927.00,,,,,,,,,,,,
31.57,-12.29,87.05,87047.00,,,,,,,,,,,,
31.57,-12.29,87.17,87167.00,,,,,,,,,,,,
31.57,-12.29,87.29,87287.00,,,,,,,,,,,,
31.57,-12.29,87.41,87407.00,,,,,,,,,,,,
31.57,-12.29,87.53,87527.00,,,,,,,,,,,,
31.57,-12.30,87.65,87647.00,,,,,,,,,,,,
31.56,-12.30,87.77,87767.00,,,,,,,,,,,,
31.56,-12.30,87.89,87887.00,,,,,,,,,,,,
31.56,-12.30,88.01,88007.00,,,,,,,,,,,,
31.56,-12.30,88.13,88127.00,,,,,,,,,,,,
31.56,-12.30,88.25,88247.00,,,,,,,,,,,,
31.56,-12.30,88.37,88367.00,,,,,,,,,,,,
31.56,-12.30,88.49,88487.00,,,,,,,,,,,,
31.56,-12.30,88.61,88607.00,,,,,,,,,,,,
31.56,-12.30,88.73,88727.00,,,,,,,,,,,,
31.56,-12.31,88.85,88847.00,,,,,,,,,,,,
31.56,-12.31,88.97,88967.00,,,,,,,,,,,11.48,0.00
31.56,-12.31,89.09,89087.00,,,,,,,,,,,11.48,0.00
31.56,-12.31,89.21,89207.00,,,,,,,,,,,11.48,0.00
31.56,-12.31,89.33,89327.00,,,,,,,,,,,11.48,0.00
31.56,-12.31,89.45,89447.00,,,,,,,,,,,11.48,0.00
31.56,-12.31,89.57,89567.00,,,,,,,,,,,11.48,0.00
31.56,-12.31,89.69,89686.00,,,,,,,,,,,11.48,0.00
31.56,-12.31,89.81,89806.00,,,,,,,,,,,11.48,0.00
31.56,-12.32,89.93,89926.00,,,,,,,,,11.48,0.00,11.48,0.00
31.56,-12.32,90.05,90046.00,,,,,,,,,11.48,0.00,9.27,2.21
31.56,-12.32,90.17,90166.00,,,,,,,,,11.48,0.00,9.27,2.21
31.56,-12.32,90.29,90286.00,,,,,,,,,11.48,0.00,9.27,2.21
31.56,-12.32,90.41,90406.00,,,,,,,,,11.48,0.00,9.27,2.21
31.56,-12.32,90.53,90526.00,,,,,,,,,11.48,0.00,9.27,2.21
31.56,-12.32,90.65,90646.00,,,,,,,,,11.48,0.00,9.27,2.21
31.56,-12.32,90.77,90766.00,,,,,,,,,11.48,0.00,9.27,2.21
31.56,-12.32,90.89,90886.00,,,,,,,11.48,0.00,11.48,0.00,9.27,2.21
31.56,-12.32,91.01,91006.00,,,,,,,11.48,0.00,9.27,2.21,9.27,2.21
31.56,-12.32,91.13,91126.00,,,,,,,11.48,0.00,9.27,2.21,9.27,2.21
31.56,-12.33,91.25,91246.00,,,,,,,11.48,0.00,9.27,2.21,9.27,2.21
31.56,-12.33,91.37,91366.00,11.48,0.15,9.27,0.05,4.64,4.64,11.48,0.00,9.27,2.21,9.27,2.21
31.55,-12.33,91.49,91486.00,,,,,,,11.48,0.00,9.27,2.21,9.27,2.21
31.55,-12.33,91.61,91606.00,,,,,,,11.48,0.00,9.27,2.21,9.27,2.21
31.55,-12.33,91.73,91726.00,,,,,,,11.48,0.00,9.27,2.21,9.27,2.21
31.55,-12.33,91.85,91846.00,,,,,,,11.48,0.00,9.27,2.21,9.27,2.21
31.55,-12.33,91.97,91966.00,,,,,,,7.06,0.00,9.27,2.21,9.27,2.21
31.55,-12.33,92.09,92086.00,,,,,,,7.06,0.00,9.27,2.21,9.27,2.21
31.55,-12.33,92.21,92206.00,,,,,,,7.06,0.00,9.27,2.21,9.27,2.21
31.55,-12.33,92.32,92324.00,,,,,,,7.06,0.00,9.27,2.21,9.27,2.21
31.55,-12.33,92.44,92441.00,7.06,0.11,4.68,0.04,3.03,3.03,7.06,0.00,9.27,2.21,9.27,2.21
31.55,-12.34,92.56,92561.00,,,,,,,7.06,0.00,9.27,2.21,9.27,2.21
31.55,-12.34,92.68,92681.00,,,,,,,7.06,0.00,9.27,2.21,9.27,2.21
31.55,-12.34,92.80,92801.00,,,,,,,7.06,0.00,9.27,2.21,9.27,2.21
31.55,-12.34,92.92,92921.00,,,,,,,7.06,0.00,7.06,0.00,9.27,2.21
31.55,-12.34,93.04,93041.00,,,,,,,,,7.06,0.00,9.27,2.21
31.55,-12.34,93.16,93161.00,,,,,,,,,7.06,0.00,9.27,2.21
31.55,-12.34,93.28,93281.00,,,,,,,,,7.06,0.00,9.27,2.21
31.55,-12.34,93.40,93401.00,,,,,,,,,7.06,0.00,9.27,2.21
31.55,-12.34,93.52,93521.00,,,,,,,,,7.06,0.00,9.27,2.21
31.55,-12.34,93.64,93641.00,,,,,,,,,7.06,0.00,7.06,2.12
31.55,-12.34,93.76,93761.00,,,,,,,,,7.06,0.00,7.06,2.12
31.55,-12.34,93.88,93881.00,,,,,,,,,7.06,0.00,6.98,0.08
31.55,-12.35,94.00,94001.00,,,,,,,,,,,6.98,0.08
31.55,-12.35,94.12,94121.00,,,,,,,,,,,6.98,0.08
31.55,-12.35,94.24,94241.00,,,,,,,,,,,6.98,0.08
31.55,-12.35,94.36,94361.00,,,,,,,,,,,6.98,0.08
31.55,-12.35,94.48,94481.00,,,,,,,,,,,6.98,0.08
31.54,-12.35,94.60,94601.00,,,0.93,0.19,-0.27,-0.27,,,6.91,0.00,6.98,0.08
31.54,-12.35,94.72,94721.00,,,,,,,,,6.91,0.00,6.98,0.08
31.54,-12.35,94.84,94841.00,,,,,,,,,6.91,0.00,6.98,0.08
31.54,-12.35,94.96,94960.00,,,,,,,,,6.91,0.00,6.91,0.00
31.54,-12.35,95.08,95080.00,,,,,,,,,6.91,0.00,6.91,0.00
31.54,-12.35,95.20,95200.00,,,,,,,,,6.91,0.00,6.91,0.00
31.54,-12.35,95.32,95320.00,,,,,,,,,6.91,0.00,6.91,0.00
31.54,-12.35,95.44,95440.00,,,,,,,,,6.91,0.00,6.91,0.00
31.54,-12.35,95.56,95560.00,,,,,,,6.91,0.00,6.91,0.00,6.91,0.00
31.54,-12.35,95.68,95680.00,,,,,,,6.91,0.00,6.91,0.00,6.91,0.00
31.53,-12.35,95.80,95800.00,,,,,,,6.91,0.00,6.91,0.00,6.91,0.00
31.53,-12.35,95.92,95920.00,,,,,,,6.91,0.00,6.91,0.00,6.91,0.00
31.53,-12.35,96.04,96040.00,6.91,0.04,2.03,0.05,1.70,1.70,6.91,0.00,6.91,0.00,6.91,0.00
31.53,-12.35,96.16,96159.00,,,,,,,6.91,0.00,6.91,0.00,6.91,0.00
31.53,-12.35,96.28,96279.00,,,,,,,6.91,0.00,6.91,0.00,6.91,0.00
31.53,-12.35,96.40,96399.00,,,,,,,6.91,0.00,6.91,0.00,6.91,0.00
31.53,-12.35,96.52,96519.00,,,,,,,6.91,0.00,6.91,0.00,6.91,0.00
31.53,-12.35,96.64,96639.00,,,,,,,,,6.91,0.00,6.91,0.00
31.53,-12.35,96.76,96759.00,,,,,,,,,6.91,0.00,6.91,0.00
31.53,-12.35,96.88,96879.00,,,,,,,,,6.91,0.00,6.91,0.00
31.53,-12.35,97.00,96999.00,,,,,,,,,6.91,0.00,6.91,0.00
31.52,-12.35,97.11,97112.00,,,,,,,,,6.91,0.00,6.91,0.00
31.52,-12.35,97.23,97232.00,,,,,,,,,6.91,0.00,6.91,0.00
31.52,-12.35,97.35,97352.00,,,,,,,,,6.91,0.00,6.91,0.00
31.52,-12.35,97.47,97472.00,,,,,,,,,6.91,0.00,6.91,0.00
31.52,-12.35,97.59,97592.00,,,,,,,,,,,6.91,0.00
31.52,-12.35,97.71,97712.00,,,,,,,,,,,6.91,0.00
31.52,-12.35,97.83,97832.00,,,,,,,,,,,6.91,0.00
31.52,-12.35,97.95,97952.00,,,,,,,,,,,6.91,0.00
31.52,-12.35,98.07,98072.00,,,,,,,,,,,6.91,0.00
31.52,-12.35,98.19,98192.00,,,,,,,,,,,6.91,0.00
31.51,-12.35,98.31,98312.00,,,,,,,,,,,6.91,0.00
31.51,-12.35,98.43,98432.00,,,,,,,,,,,6.91,0.00
31.51,-12.35,98.55,98552.00,,,,,,,,,,,,
31.51,-12.36,98.67,98672.00,,,,,,,,,,,,
31.51,-12.36,98.79,98792.00,,,,,,,,,,,,
31.51,-12.36,98.91,98912.00,,,,,,,,,,,,
31.51,-12.36,99.03,99032.00,,,,,,,,,,,,
31.51,-12.36,99.15,99152.00,,,,,,,,,,,,
31.51,-12.36,99.27,99272.00,,,,,,,,,,,,
31.51,-12.36,99.39,99392.00,,,,,,,,,,,,
31.51,-12.36,99.51,99512.00,,,,,,,,,,,,
31.50,-12.36,99.63,99632.00,,,,,,,,,,,,
31.50,-12.36,99.75,99752.00,,,,,,,,,,,,
31.50,-12.36,99.87,99872.00,,,,,,,,,,,,
31.50,-12.36,99.99,99992.00,,,,,,,,,,,,
31.50,-12.36,100.11,100112.00,,,,,,,,,,,,
31.50,-12.36,100.23,100232.00,,,,,,,,,,,,
31.50,-12.37,100.35,100352.00,,,,,,,,,,,,
31.50,-12.37,100.47,100472.00,,,,,,,,,,,,
31.50,-12.37,100.59,100592.00,,,,,,,,,,,,
31.50,-12.37,100.71,100712.00,,,,,,,,,,,4.98,0.00
31.50,-12.37,100.83,100832.00,,,,,,,,,,,4.98,0.00
31.50,-12.37,100.95,100952.00,,,,,,,,,,,4.98,0.00
31.49,-12.37,101.07,101072.00,,,,,,,,,,,7.49,2.52
31.49,-12.37,101.19,101192.00,,,,,,,,,,,7.49,2.52
31.49,-12.37,101.31,101312.00,,,,,,,,,,,7.49,2.52
31.49,-12.37,101.43,101432.00,,,,,,,,,,,7.49,2.52
31.49,-12.37,101.55,101552.00,,,,,,,,,,,7.49,2.52
31.49,-12.37,101.67,101672.00,,,,,,,,,4.98,0.00,7.49,2.52
31.49,-12.37,101.79,101792.00,,,,,,,,,4.98,0.00,7.49,2.52
31.49,-12.37,101.91,101912.00,,,,,,,,,4.98,0.00,7.49,2.52
31.49,-12.38,102.03,102032.00,,,,,,,,,7.49,2.52,7.49,2.52
31.49,-12.38,102.15,102152.00,,,,,,,,,7.49,2.52,7.49,2.52
31.49,-12.38,102.27,102272.00,,,,,,,,,7.49,2.52,7.49,2.52
31.49,-12.38,102.39,102392.00,,,,,,,,,7.49,2.52,8.08,2.07
31.49,-12.38,102.51,102512.00,,,,,,,,,7.49,2.52,8.08,2.07
31.48,-12.38,102.63,102632.00,,,,,,,4.98,0.00,7.49,2.52,8.08,2.07
31.48,-12.38,102.75,102752.00,,,,,,,4.98,0.00,7.49,2.52,8.08,2.07
31.48,-12.38,102.87,102872.00,,,,,,,4.98,0.00,7.49,2.52,8.08,2.07
31.48,-12.38,102.99,102992.00,,,,,,,7.49,2.52,7.49,2.52,8.08,2.07
31.48,-12.38,103.11,103112.00,4.98,0.09,0.84,0.07,1.10,1.10,7.49,2.52,7.49,2.52,8.08,2.07
31.48,-12.38,103.23,103232.00,,,,,,,7.49,2.52,7.49,2.52,8.08,2.07
31.48,-12.38,103.35,103352.00,,,,,,,7.49,2.52,8.08,2.07,6.77,2.04
31.48,-12.38,103.47,103472.00,10.01,0.10,9.24,0.12,6.37,6.37,7.49,2.52,8.08,2.07,6.77,2.04
31.48,-12.39,103.59,103592.00,,,,,,,7.49,2.52,8.08,2.07,6.77,2.04
31.48,-12.39,103.71,103712.00,,,,,,,10.01,0.00,8.08,2.07,6.77,2.04
31.48,-12.39,103.83,103832.00,,,,,,,10.01,0.00,8.08,2.07,6.77,2.04
31.48,-12.39,103.95,103952.00,,,,,,,10.01,0.00,8.08,2.07,6.77,2.04
31.47,-12.39,104.07,104072.00,,,,,,,,,8.08,2.07,6.77,2.04
31.47,-12.39,104.19,104192.00,,,,,,,,,8.08,2.07,6.77,2.04
31.47,-12.39,104.31,104312.00,,,,,,,8.08,0.00,6.77,2.04,6.77,2.04
31.47,-12.39,104.43,104432.00,,,,,,,8.08,0.00,6.77,2.04,6.77,2.04
31.47,-12.39,104.55,104551.00,,,,,,,8.08,0.00,6.77,2.04,6.77,2.04
31.47,-12.39,104.67,104671.00,,,,,,,8.08,0.00,8.08,1.86,6.77,2.04
31.47,-12.39,104.79,104791.00,8.08,0.11,0.64,0.17,1.03,1.03,8.08,0.00,8.08,1.86,6.77,2.04
31.47,-12.39,104.91,104911.00,,,,,,,8.08,0.00,8.08,1.86,6.77,2.04
31.47,-12.40,105.03,105031.00,,,,,,,8.08,0.00,6.77,1.31,6.77,2.04
31.47,-12.40,105.15,105151.00,,,,,,,8.08,0.00,6.77,1.31,6.77,2.04
31.47,-12.40,105.27,105271.00,,,,,,,6.77,1.31,6.77,1.31,6.77,2.04
31.47,-12.40,105.39,105391.00,,,,,,,5.46,0.00,6.77,1.31,6.77,2.04
31.47,-12.40,105.51,105511.00,,,,,,,5.46,0.00,6.77,1.31,6.77,2.04
31.47,-12.40,105.63,105631.00,,,,,,,5.46,0.00,6.77,1.31,8.08,1.86
31.47,-12.40,105.75,105751.00,5.46,0.11,3.10,0.05,1.30,1.30,5.46,0.00,6.77,1.31,8.08,1.86
31.47,-12.40,105.87,105871.00,,,,,,,5.46,0.00,6.77,1.31,8.08,1.86
31.47,-12.40,105.99,105991.00,,,,,,,5.46,0.00,6.77,1.31,6.77,1.31
31.47,-12.41,106.11,106111.00,,,,,,,5.46,0.00,6.77,1.31,6.77,1.31
31.47,-12.41,106.23,106231.00,,,,,,,5.46,0.00,6.77,1.31,6.77,1.31
31.47,-12.41,106.35,106351.00,,,,,,,,,5.46,0.00,6.77,1.31
31.47,-12.41,106.47,106471.00,,,,,,,,,5.46,0.00,6.77,1.31
31.47,-12.41,106.59,106591.00,,,,,,,,,5.46,0.00,6.77,1.31
31.47,-12.41,106.71,106711.00,,,,,,,,,5.46,0.00,6.77,1.31
31.47,-12.41,106.83,106831.00,,,,,,,,,5.46,0.00,6.77,1.31
31.47,-12.41,106.95,106951.00,,,,,,,,,5.46,0.00,6.77,1.31
31.47,-12.41,107.07,107071.00,,,,,,,,,5.46,0.00,6.77,1.31
31.47,-12.41,107.19,107191.00,,,,,,,,,5.46,0.00,6.77,1.31
31.47,-12.42,107.31,107311.00,,,,,,,,,,,5.46,0.00
31.47,-12.42,107.43,107431.00,,,,,,,,,,,5.46,0.00
31.47,-12.42,107.55,107551.00,,,,,,,,,,,5.46,0.00
31.47,-12.42,107.67,107671.00,,,,,,,,,,,5.46,0.00
